id,question,choice_A,choice_B,choice_C,choice_D,choice_E,answerKey
f61d08b807fe47d926e0c3f0c8355bc0,What is the likelihood of drowning when getting wet?,shrinking,feeling cold,become cold,cool off,could,E
e05f7f3c2e2b1d977e8f3bbc39aaec58,"As the girl didn't care for the bunny, what did it suffer from?",apathetic,neglect,indifferent,see work,disregard,B
7d89ddf85b53ecf65358b0d410cd74ff,Each generation thinks the next's what just sounds like noise?,music,ball stopped,quietness,alerting,silence,A
6b6b45d36f8ad48633cb3f98c089a7f3,Where would you buy a can of soda along side many other items for sale?,health food store,liquid,picnic cooler,store,vending machine,D
e7a912f5c1555f3f92300e87111175af,"After taking measurements with an armband, the doctor recommended medicine for what purpose?",guard against disease,lower cholesterol,cargo,lower blood pressure,diabetes,D
9e1ba4c0e2d20b17b816ff680d387c2e,After checking in at the ticket office the couple entered their prom in the school's what?,movie theaters,end of line,football field,auditorium,opera house,D
e26b78a6980a423707e8ec2accdc9d13,"He promised he would fight enemy over the transgression, even if it was to the what?",victory,casualties,death,eat,dying,C
9c5ecb62386059c824f4641108aabb4d,"If I wanted to play poker, where should I put the table?",demonstration,card room,rug,neighbor's house,middle of the road,B
89ad2069da139d7f2a630651a5a53b41,What do parents encourage kids to do when they experience boredom?,read book,travel,sleep,play chess,falling down,A
c519e762880b1c4081eb7104aeed63e6,"Man is reading the bible before talking to a priest, what is he likely to do?",motel,at hotel,found in church,considered to holy book,confession,E
7fd141a239709c044cd37c4e4397c768,Where should you use a well sealed container?,pantry,refrigerator,dog house,kitchens,cargo ship,B
266a12a43b20c55c72dfed2f7fad8ae7,What might people do to protect their legs from getting dirty on the farm?,wear jeans,milk cow,believe in god,avoid mud,plant flowers,A
cbcdbc65929fe4937e0a13f4791a0845,"If a student is staring at the ceiling while bored, where are they likely to be?",most architectural structures,loft,house,temple,classroom,E
1214de1eaada7d91ed43ee27d90e23c5,Where could there be more than one college?,electrical circuit,big town,big city,building,fraternity house,B
14994720efc0cbee05464ffb25d0cdf8,What could a driver do that could distract him or her while he or she is in a driving car?,use mobile phone,car crash,smoke,backache,automobile accidents,C
58889014bce3498ef7d11189f7bf58b7,What might happen after buying too much beer?,self control,intoxication,pleasure,problems,relaxation,B
9c68058e1a3a9c3af7895da6d0070c0a,What is a place that could have hundreds of thousands of chess board?,park,ymca,house,room,germany,E
1099af64fb5b8156c7eab02e80879757,If you were to make a new copy an original sculpture what have you made?,copy,derivative,replica,remake,reproduction,E
d878fa1ed3aee9b252e965020c9d2dd0,What will the student have to do on the test?,finish college,begin teaching,write,answer question,solve equation,E
79d784af2f7d594f7756e0c282e3649e,What can you do in your house during the winter?,ski,skate,play hockey,blaze it,knit,E
f5111698f5e9795613d340dccde1e40c,"The two parties could neither confirm nor compromise on anything, they were in a what?",question,contradict,deny,asking,dispute,E
3fafe0f722c3363a124b4148d0eae06a,What is a heat source that can be obtained for free?,bedroom,fire,car,solar energy,gasoline,D
94e1b1a028f1d3989bf67b76710bb80f,"All that was left to purchase was a bass drum, what would he have as a result?",rock band,marching band,drum set,orchestra,violin,C
5f8fb78fe3b16764c2373f93337842d8,Celebrating sports teams sometimes start what when they get out of hand?,dashing each others,intimacy,riots,happiness,headaches,C
99cdf26dfe22b7e1ab35afa67e4939b7,"Wanting to understand a subject more, he began reading, what happened as a result?",advance knowledge to understanding,free mind,subject knowledge,further knowledge,further education,D
f0d9a492a86f13d4824fea05a6662994,Where can someone enjoy ice cream in the dark?,party,bedroom,movie,freezer,disneyland,C
6a591a72fb596061fb559dabf5b59062,"God is often depicted as omnipotent, he can do what?",anything,give peace,judge men,home,everywhere,A
7f20f736b0e7c4524be5439112d0a957,Officers will carry a pistol to shoot deserters from what?,police officer's belt,police station,traffic,war,pants,D
77f2b6f976fee9508a967135102398db,The bookend was on a shelf in what location?,bookshelf,pair,school cafeteria,library book,school library,E
50cd4faa741898949d8b57dd5d74bc8e,Happy couples tend to what more so than unhappy couples that do it just as much?,part in acrimonious ways,enjoy sex,have sex,divorce,enjoy movie,B
804f9f3ddfc30dde54ae22b4b4a296a4,How does someone go about getting in shape?,losing weight,sweat,triangle,good health,exercise,E
8d3da50646943eb5d118b072555de5bc,"The woman was watching TV instead of going to the gym, what was she at risk of doing?",entertainment,get fat,arguments,break couch,wasting time,B
6c0dbec413836e5a63a9b5a3a7c9f63e,To deal with sadness many people will do what on their iPhone?,cry,listen to music,tragic film,take phone call,get drunk,B
ca2328a4021800b7edf6d9fb45222c87,"If you hit a person with a stick, it is likely that they will do what?",own object,suffer pain,hit you back,turn blue,thank god,B
7427bfb6cd7c387f350f3ba3a5e6b397,A percussion instrument can be obtained in what sort of place?,marching band,pawn shop,orchestra,music store,own home,D
c2c26a428ab615c2c1ec6a2ee69675f9,Where do fish spend the majority of their time?,body of water,lake superior,underwater,toilet,aquarium,C
55ad81629f042f11fa069687cd37fb0e,The woman decided to take a penny from the pot.   Before  her a man decided to do what?,drop,refuse,give,bring,swim,C
a0bc29a4471fbe9cb9e6a47b73c56ca6,If you're suffering from boredom what can you do on your mobile phone?,talk to it,surf net,play cards,play chess,see new,B
430df6756f3ae0e9d4b73e3f42ed0533,"Bobby had a toothache so he went to the closet dentist office, which was in a strange place.  Where might it be?",town,office building,patient,medical center,candy shop,B
d8116df8f95b8d1a4891a3bcbc1a7d4d,"The delivery man was delivering a whole crate of shampoo, they went through a lot of it at the what?",supermarket,motel,at hotel,shampoo bottle,hair salon,E
9e83edb18d50a0bbad716c822a9330f2,Where could a human run to hide if someone was chasing them in the midwest?,cornfield,workplace,restroom,star trek,space,A
6482ad14205a86e72884984e7e87434e,"She was new at playing violin, what did she immediately notice developing?",look melodramatic,string,read music,calluses,making music,D
3b7b28a891831141a223cd2494dafc8f,If someone is hurting someone else what is likely to happen from the police?,anger,punishment,feel sad,sadness,suffering,B
33eb089b8d6adc903156d41187a72076,"John couldn't find a place to stay, and he didn't want to waste money.  He picked a place that was inexpensive and offered few luxuries.  Where might he be staying?",farm,town,city,hotel,motel,E
45d80d0c64511cae70ae1c0b9b6f8a66,"Billy loved grapes and other similar foods, so for his birthday his friends bought him one of these.  What did they buy him?",fruit basket,field,winery,bowl of fruit,kitchen,A
6f65409e92174cb6c47ec0e93cfa572d,"Before the game some players knelt to pray, they did this because they what?",being watched,you're scared,were religious,god hears,talk to god,C
fe0ea083448c9749c3897d7ac9f84a84,"The person was bored by the remedial math class, what did he want out of the class?",look beautiful,swimming lessons,intellectual stimulation,own house,time to rest,C
305e27393c919da8e1e8255b539f8194,"The teacher could write off paper clips, this was because they were necessary for her what?",drawer,fashioned into simple tools,desktop,university,work,E
e69f5c63f1b72bf29e7e0ea7516ef34f,"Getting drunk and using stairs can be dangerous, one might find themselves what?",falling down,tripping,death,lower standards,slurred speech,A
fe7c55c70749355e966841706cfac092,Joe thought that the reflected sunshine made something look beautiful.  What might Joe be looking at?,desktop,moon,beach,street,a frying pan,B
e874271a90ef0eda45678fa1e54a9379,James was not good at socializing but he didn't care.  He just wanted to do what?,instagating,trouble,have fun,making friends,anxiety,C
04254f570faad7792814e0f8fa04608a,What must be done to a driveway filled with snow?,christmas,avalanches,blizzard,shovelling,ice storm,D
75d5c5826a25578a0e6dcd67f039448a,What is likely to be the goal of telling many people about a new organization?,accomplish,learn about,money,notoriety,religion,B
378ff97eb34f848bb63db058e6213ca7,What is the place teenagers hate to go to most but have the most incentive to attend?,fast food restaurant,mall,high school,job,nightclub,C
8aef49cac285a9373b64b6e1d6bf7595,News and reality shows are examples of programs that are not works of what?,fiction,old information,fun,documentary,propaganda,A
22a89c6daf016fdc951454391c4bda58,"The child had learned music by ear, he had never even seen it what?",opera,written on paper,composed,teacher,stolen,B
4bb532253eb9059580aada6f4108afc2,Where do you keep more than one drop of blood?,person,test tube,human body,battlefield,doctor,B
65a2d00d028b84ea8b5331343e71528e,what do scientists want to identify when they discover a new animal?,human,conduct experiment,specific,if they are nice,plant,C
65b8228ef6fbd0b134d604db454c26d5,"This will take a long time without an electric motor, where can I find one?",electric mixer,electric hammer,electrabus,electric typewriter,drum sander,A
5436dd6a018d436895aa56f733c1d57b,"The potato wants to grow, where should it be placed?",pantry,paper bag,underground,boiling water,drawer,C
2a104b758e03657f91333dcccb45d7fc_1,When you niece is a child what relation of your would she live with?,family reunion,adoption,family tree,brother's house,family picture book,D
94430ff80efa2812c4f9e99fc8d8ae2b,Why is it difficult to tell what the weather might do sometimes?,clear,unpredictable,important to farmers,hot or cold,mild,B
e7c92fa6d44d465837521b2029ab909d,Where could you find a toilet that anyone can use?,bathroom,apartment,stall,hospital,rest area,E
b6428f79f1d2bb94fd2c443f66257002,"Visiting museum was eerie and weird to him, he hated the stillness of it and having to only what?",look at things,appriciation,take pictures,cry,whisper,E
f801954376ccc5d83dfb158a7258c957,"Jealousy led to the best contestant actually having scorecards lower, afterwards the what was investigated for their score given?",love else,wage war,ocean,compete,judge,E
ef2f36894b9d892e5cebe226a481fd03,"The person got called down as a contestant, he ran down the aisle very what?",successful in life,agitated,excited,eat every day,compliments,C
db8a572656a86dad00fd89c11af8b5a7,"If you're chopping fuel for a fire, when you see a marmot, where would you put it?",north america,petting zoo,mountainous area,animal,wood pile,E
f4da901816f555d8a2c03c58b7851fc0,Where can I put a coin to stop my car from being towed?,piggy bank,wishing well,change purse,slot machine,parking meter,E
ebd0b7023c8133b3c1e7e3887072253a,James was a senior. He was looking forward to talking a year off once he was finished.  Where might James be?,highschool or college,high school or college,ball stopped,republican party,old people's home,B
35e5551ee87d075af5e1be21c6915807,The plastic handle broke away and the hot liquid spilled everywhere when the what hit the ground?,watering can,coffeepot,carrying things,baseball bat,glass bottle,B
ac007c36075da211b47d6e1df6bcdeee,Where can I find a bowl of whipped cream?,store,restaurant,cupboard,refrigerator,apartment,D
fc4e63daad9728029b4cc6fd4ce0ed1d,Where is a bicycle likely to be safe?,garage,sidewalk,schoolyard,toy store,street,A
5257990c8c24a546254eaf0ae697ef1d,"The engineer put the new invention on the table in front of his bosses, he turned on his microphone and began his what of the product?",stage,demonstration,record sound,parade,conference,B
